model,timeframe,response,component,term,OR,CI_lower,CI_upper,std.error,statistic,estimate,p.value
a3meta,3_month,abundance,conditional,(Intercept),2.9847194718272956,0.6599993878940922,13.497816041815076,0.7699092523143811,1.4203047435185001,1.0935057631408973,0.1555189807974279
a3meta,3_month,abundance,conditional,eventhurricane,1.1492179251553096,0.3826685097138888,3.4512948047011465,0.5610550104084219,0.2478930646077323,0.13908164594366684,0.8042171461062565
a3meta,3_month,abundance,conditional,timingpost,0.6086115894483934,0.19781054727358846,1.8725395178174933,0.5734033364260284,-0.8660134452568251,-0.4965749989000632,0.38648278859271856
a3meta,3_month,abundance,conditional,psite_typetrematode,0.3755112092565339,0.07097210041688749,1.986818305348506,0.8500007522278882,-1.1523130469091696,-0.979466956674804,0.2491924575666356
a3meta,3_month,abundance,conditional,psite_typetrematode_metacercaria,1.3965090156984068,0.19726403890753497,9.886431615856157,0.9985651586360921,0.3344554528247398,0.3339755623066423,0.7380359007647208
a3meta,3_month,abundance,conditional,ciimpact,1.1618894971146243,0.6368276191317482,2.119862837208363,0.30678766857172934,0.4890925292361721,0.1500475567602156,0.6247761903011462
a3meta,3_month,abundance,conditional,eventhurricane:timingpost,0.5858133405437611,0.1270084672092793,2.7020030829406614,0.7799731898797968,-0.6856057087356514,-0.5347540716423449,0.4929617806513716
a3meta,3_month,abundance,conditional,eventhurricane:psite_typetrematode,0.5204319068218285,0.17999724729660016,1.5047417319215874,0.5416926014754169,-1.2056583758664283,-0.6530962221137115,0.2279492406350744
a3meta,3_month,abundance,conditional,eventhurricane:psite_typetrematode_metacercaria,0.13191967505114427,0.029282672570583326,0.5943037003761034,0.7679577825389141,-2.6375955944659077,-2.0255620639604475,0.008349608841005742
a3meta,3_month,abundance,conditional,timingpost:psite_typetrematode,1.6166569044343069,0.5531750878570701,4.724687723700266,0.5471638218217746,0.8779096106344418,0.48036037776880725,0.37999277326842557
a3meta,3_month,abundance,conditional,timingpost:psite_typetrematode_metacercaria,0.1981241259652036,0.0392283656480445,1.0006322884224617,0.8262722625024367,-1.9592350117012964,-1.6188615458924183,0.050085270630493985
a3meta,3_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode,4.466868629614839,0.9055554769282036,22.03389616936645,0.8142318213077431,1.838159101234995,1.496687632851974,0.06603896443866994
a3meta,3_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode_metacercaria,10.46220149603517,1.481422233930849,73.8868754880251,0.9973297496685971,2.3540548202275287,2.3477689045636754,0.018569872215726875
a3meta,3_month,abundance,zero_inflated,(Intercept),1.7312921917550859,0.1126781728572199,26.60118261795253,1.3939222514160619,0.39375801683904804,0.5488680613454094,0.6937597031460885
a3meta,3_month,abundance,zero_inflated,eventhurricane,1.3163942489404175,0.278076573302115,6.231714516852564,0.793242412747782,0.34654774490322254,0.2748963692993351,0.7289311091773487
a3meta,3_month,abundance,zero_inflated,timingpost,2.4513607562831354,0.31853729685956944,18.86488526363753,1.0411525460851363,0.861202601359893,0.8966432811009952,0.3891264675945494
a3meta,3_month,abundance,zero_inflated,psite_typetrematode,8.620010412420257,0.34314581046433673,216.53937551994727,1.6447378119207834,1.309683693656096,2.154086292612257,0.19030286214804262
a3meta,3_month,abundance,zero_inflated,psite_typetrematode_metacercaria,20.005379499220723,0.8344825971817527,479.5968307301593,1.6208901033834096,1.8483678850860783,2.9960012123477475,0.06454914129434912
a3meta,3_month,abundance,zero_inflated,ciimpact,1.0891911538205514,0.5189445860183748,2.2860578981335364,0.3782620062534569,0.22586291684124596,0.08543536006262739,0.8213080406225735
a3meta,3_month,abundance,zero_inflated,eventhurricane:timingpost,0.4443182799854495,0.035849446587308875,5.506883724088415,1.2842923583688857,-0.631642881982163,-0.8112141265477918,0.5276202590349364
a3meta,3_month,abundance,zero_inflated,eventhurricane:psite_typetrematode,0.6697919143323914,0.09094036111899446,4.933136431226985,1.0187567189670026,-0.39340912604278017,-0.4007881904590187,0.6940173303509984
a3meta,3_month,abundance,zero_inflated,eventhurricane:psite_typetrematode_metacercaria,0.1325547018411932,0.01605404656851369,1.0944747733987896,1.0770583999320429,-1.8761841278017557,-2.0207598746680544,0.06063000079397849
a3meta,3_month,abundance,zero_inflated,timingpost:psite_typetrematode,0.24917549072345632,0.038205753925464395,1.6251066605936781,0.9567200508437859,-1.4524602547131413,-1.3895978487377347,0.14637367277068175
a3meta,3_month,abundance,zero_inflated,timingpost:psite_typetrematode_metacercaria,0.06907947320260595,0.0075958345150717674,0.6282355952438055,1.1263559287920066,-2.3726937314585355,-2.672497651635951,0.017658899711440936
a3meta,3_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode,4.821932075664044,0.25721343281073156,90.39585797770856,1.4954202827545513,1.051995022042274,1.5731746933188377,0.2928018335179699
a3meta,3_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode_metacercaria,9.548974821313811,0.4455868487637674,204.63557304499056,1.5636718900651745,1.4430353416935786,2.256433800176843,0.14901051576146038
a6meta,6_month,abundance,conditional,(Intercept),1.7263231609396068,0.5429168329482709,5.4892231648313405,0.5902004791875631,0.9250988867759052,0.5459938062710205,0.354914472083627
a6meta,6_month,abundance,conditional,eventhurricane,1.3959285404900361,0.7156590203741862,2.7228280992473173,0.3408730960465596,0.9785454415085656,0.33355981426927234,0.32780462806683164
a6meta,6_month,abundance,conditional,timingpost,1.3418696339207865,0.6494576216770779,2.7724890036535803,0.3702457057715663,0.7942398415908994,0.29406389070171957,0.42705581837941003
a6meta,6_month,abundance,conditional,psite_typetrematode,0.3726928970823054,0.09737437591874117,1.4264532555414144,0.6847916597859439,-1.441315057765145,-0.9870005306814673,0.1494956951801684
a6meta,6_month,abundance,conditional,psite_typetrematode_metacercaria,0.9362015536957397,0.1688341358741915,5.191327835476531,0.873935714276379,-0.07543402731331814,-0.06592449054080857,0.9398693864441047
a6meta,6_month,abundance,conditional,ciimpact,1.1506476353357689,0.8558844292414702,1.5469261216461032,0.15099228037997367,0.9293517832026319,0.1403249450209603,0.35270680708842467
a6meta,6_month,abundance,conditional,eventhurricane:timingpost,0.47369550611823785,0.20795856296976645,1.079000687984344,0.42001320395594005,-1.7789692057950313,-0.7471905558649251,0.07524481071853716
a6meta,6_month,abundance,conditional,eventhurricane:psite_typetrematode,1.1438752898392908,0.4998039246142272,2.6179279798870065,0.4224292259590792,0.3182115875905425,0.1344218746370826,0.7503244436329307
a6meta,6_month,abundance,conditional,eventhurricane:psite_typetrematode_metacercaria,0.42204565706951014,0.12040953231152433,1.4793059422437977,0.6399055094531136,-1.3480768112590094,-0.8626417786906253,0.17763367882955636
a6meta,6_month,abundance,conditional,timingpost:psite_typetrematode,1.153268357316432,0.4612507298548347,2.8835247684180993,0.4675578890383367,0.3049888892280047,0.142599961227593,0.7603746145513389
a6meta,6_month,abundance,conditional,timingpost:psite_typetrematode_metacercaria,0.24126977028161992,0.06157514320850599,0.9453668967464838,0.6967639879867827,-2.0406330081367714,-1.4218395927668417,0.04128731870524835
a6meta,6_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode,2.1532257748239294,0.7370209881356051,6.290704487391149,0.546992850769923,1.4021519239733231,0.7669670781067003,0.16086988444042657
a6meta,6_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode_metacercaria,5.243516223939346,0.9979438668680367,27.551111143158987,0.846454366463378,1.9575683864868856,1.6569923083924938,0.05028067994337678
a6meta,6_month,abundance,zero_inflated,(Intercept),1.1278045339527,0.15267259363863597,8.331181363269797,1.0202716397379745,0.11788316745544611,0.12027285255727424,0.906160230668751
a6meta,6_month,abundance,zero_inflated,eventhurricane,2.6108034211251483,0.5991229767829686,11.377120838127977,0.750993059496679,1.2778520200912482,0.9596579981523383,0.20130160827358
a6meta,6_month,abundance,zero_inflated,timingpost,6.058394411371522,1.3870989074720623,26.461085540489446,0.7521583506149835,2.3950339910268497,1.8014448163575763,0.016618824549913824
a6meta,6_month,abundance,zero_inflated,psite_typetrematode,8.213925577116063,0.841135509797395,80.21130079581664,1.1626701314405248,1.8112024193757486,2.105830955000998,0.07010952384893467
a6meta,6_month,abundance,zero_inflated,psite_typetrematode_metacercaria,29.569766700226523,2.5689534242133703,340.36082338610845,1.2465580898229687,2.7168829689828313,3.386752444087794,0.0065899905223649295
a6meta,6_month,abundance,zero_inflated,ciimpact,1.2881388743882412,0.826355769640352,2.0079750401360053,0.2264940448679879,1.11790331506241,0.2531984435998179,0.26360828906388933
a6meta,6_month,abundance,zero_inflated,eventhurricane:timingpost,0.33021114819590053,0.06380495041071935,1.7089489403401557,0.8387252616740017,-1.3210797823169287,-1.1080229861159994,0.18647476352415918
a6meta,6_month,abundance,zero_inflated,eventhurricane:psite_typetrematode,1.0531928332314757,0.19296145087446048,5.748376885348936,0.8658628521889372,0.05985514187416128,0.05182634386133477,0.9522710073978915
a6meta,6_month,abundance,zero_inflated,eventhurricane:psite_typetrematode_metacercaria,0.09428338019440051,0.014735872960263609,0.6032459566428597,0.9469490161812159,-2.4937460290738924,-2.361450348837336,0.012640295060141324
a6meta,6_month,abundance,zero_inflated,timingpost:psite_typetrematode,0.34524792106912133,0.061069958654967935,1.9517964254075006,0.8837972961856069,-1.2033217490299974,-1.0634925082340472,0.22885183589888486
a6meta,6_month,abundance,zero_inflated,timingpost:psite_typetrematode_metacercaria,0.043895675965279594,0.006008899198907236,0.3206627877530768,1.0145786977879636,-3.0810221700313347,-3.1259394611262374,0.00206291288229019
a6meta,6_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode,1.995876125312559,0.29794085364906886,13.37017551908032,0.970379287939005,0.7121783441653231,0.6910831144967259,0.4763543453019448
a6meta,6_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode_metacercaria,20.15467741019577,1.954485241485229,207.83529744147512,1.190464048884855,2.52291229945706,3.003436390993051,0.011638742341810074
a3mono,3_month,abundance,conditional,(Intercept),4.168183839764106,0.8929635348284006,19.45628891263666,0.7860662981150179,1.8159796626957028,1.42748041090737,0.0693734918902839
a3mono,3_month,abundance,conditional,eventhurricane,0.15160550785023177,0.03360879350100251,0.6838754866294471,0.7686194183398612,-2.454366140062551,-1.8864734749679286,0.014113319885684254
a3mono,3_month,abundance,conditional,timingpost,0.12058056164164195,0.024936339873424567,0.5830716103332068,0.8040775095321768,-2.630887150827492,-2.115437188097574,0.008516230918003558
a3mono,3_month,abundance,conditional,psite_typetrematode,0.26889261642405143,0.04766618678085669,1.5168664424486733,0.8826988930846209,-1.4879855235116068,-1.3134431745296355,0.1367547114282026
a3mono,3_month,abundance,conditional,psite_typemonogenean,0.7160753108839282,0.10114977537322102,5.069352343744963,0.998562755788887,-0.33445062197436753,-0.33396993475403175,0.738039545565627
a3mono,3_month,abundance,conditional,ciimpact,1.1618937133457112,0.6368316738537118,2.119864724916928,0.306786271490719,0.4891065848405191,0.1500511855247819,0.6247662398224403
a3mono,3_month,abundance,conditional,eventhurricane:timingpost,6.128915256916896,0.8690177750108281,43.22535546065286,0.9966374883674614,1.8191346392177261,1.8130177778322025,0.06889089151169812
a3mono,3_month,abundance,conditional,eventhurricane:psite_typetrematode,3.945051958788168,0.863606809032415,18.021436138253275,0.7750509290328449,1.770802502900324,1.3724621250065832,0.07659354959420822
a3mono,3_month,abundance,conditional,eventhurricane:psite_typemonogenean,7.580286929045491,1.6826293330668118,34.14938085141318,0.7679558179655208,2.6375880030963965,2.0255510523739377,0.008349795732964502
a3mono,3_month,abundance,conditional,timingpost:psite_typetrematode,8.159828363784278,1.7445040321079128,38.167179726128424,0.7871187969066241,2.6669711651592864,2.099223134904835,0.007653823831067067
a3mono,3_month,abundance,conditional,timingpost:psite_typemonogenean,5.0473341133514245,0.9993746305898832,25.491523270671767,0.8262682503003858,1.9592429032158722,1.6188602055536268,0.050084346878752024
a3mono,3_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode,0.4269518636997203,0.05690164811180958,3.203560880318892,1.0282382498574518,-0.8277108963886035,-0.8510840034905603,0.4078342467165953
a3mono,3_month,abundance,conditional,eventhurricane:timingpost:psite_typemonogenean,0.0955828274318324,0.013534366560830981,0.6750280376108357,0.9973270676853027,-2.3540543323296452,-2.347762104434208,0.01856989659000258
a3mono,3_month,abundance,zero_inflated,(Intercept),34.63634935601017,3.8392513852622,312.47672432099785,1.122258313364867,3.1587234844408427,3.544903690034576,0.001584617616811513
a3mono,3_month,abundance,zero_inflated,eventhurricane,0.17449393988575748,0.03609254679076686,0.8436128166118646,0.803981443192652,-2.1715243320270696,-1.745865266391083,0.029891559901744108
a3mono,3_month,abundance,zero_inflated,timingpost,0.16933485253012454,0.019457336382700932,1.4737008045403721,1.1039050712482692,-1.6087227015537642,-1.775877148477416,0.10767698955963426
a3mono,3_month,abundance,zero_inflated,psite_typetrematode,0.4308678653547771,0.02946057445517143,6.301544380197729,1.3687492631915035,-0.615126404395343,-0.8419538127857645,0.5384712457308791
a3mono,3_month,abundance,zero_inflated,psite_typemonogenean,0.049986262651447774,0.0020850783664718387,1.198336951760451,1.620888663431118,-1.8483731337431364,-2.996007058274899,0.06454838252381756
a3mono,3_month,abundance,zero_inflated,ciimpact,1.0891979165543324,0.5189497179881908,2.286063678819255,0.3782601285675425,0.22588045247394287,0.0854415689936883,0.8212944016052885
a3mono,3_month,abundance,zero_inflated,eventhurricane:timingpost,4.242823335596125,0.38498064962848483,46.759622527654145,1.2243832323178454,1.1803730160077053,1.4452289286802782,0.23785188930590553
a3mono,3_month,abundance,zero_inflated,eventhurricane:psite_typetrematode,5.05296724696212,0.6779611710973111,37.66067894057482,1.0248167892035802,1.5807465894935815,1.619975644389322,0.1139359911327762
a3mono,3_month,abundance,zero_inflated,eventhurricane:psite_typemonogenean,7.543850365867947,0.9136631272919377,62.287375557426785,1.0770541099236106,1.8761663798159842,2.0207327102813077,0.060632437053518534
a3mono,3_month,abundance,zero_inflated,timingpost:psite_typetrematode,3.6071163563953355,0.5260045652996355,24.73607505889793,0.9823234933175506,1.3059940728532098,1.2829086598971808,0.19155457321315814
a3mono,3_month,abundance,zero_inflated,timingpost:psite_typemonogenean,14.476019627454095,1.591772916367913,131.64889419817266,1.1263495024421584,2.3727035487366646,2.6724934615622855,0.017658430403841557
a3mono,3_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode,0.5049671237576365,0.029645493205897246,8.601367982143598,1.4465220467329853,-0.4723481089273162,-0.6832619532959966,0.6366783365280063
a3mono,3_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typemonogenean,0.10472599432255894,0.004886919776211291,2.2442631328299623,1.563665897445921,-1.4430243195008792,-2.2564079175886316,0.14901362056940484
a6mono,6_month,abundance,conditional,(Intercept),1.5894271740327386,0.4338252832394103,5.823263048870178,0.662493409455756,0.6994389329801716,0.46337368341612983,0.48427776401185985
a6mono,6_month,abundance,conditional,eventhurricane,0.6007162243655709,0.20341777560955163,1.7739845061951534,0.55247998898813,-0.9224454071639508,-0.5096326283920907,0.35629629413360614
a6mono,6_month,abundance,conditional,timingpost,0.33621394291387324,0.10692115195674179,1.0572259402463873,0.5845183811109287,-1.8647960817146458,-1.0900075867858479,0.0622099927405042
a6mono,6_month,abundance,conditional,psite_typetrematode,0.3954340854659609,0.09298005385860093,1.6817382810521613,0.7385709778225297,-1.2561706251627587,-0.927771166938397,0.20905411448677383
a6mono,6_month,abundance,conditional,psite_typemonogenean,1.1193894391291708,0.2236091710384112,5.603673188425157,0.821754549077709,0.13724705650136107,0.1127833930275188,0.8908355170938388
